Image Name,Z-level,Pouch Height,Clone Genotype,Clone ID,Clone Area,Border Area,Center Area,Caspase Coverage,Caspase Border,Caspase Center,Clone Fluorescence IntDen,Center Fluorescence IntDen,Border Fluorescence IntDen
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,10,11,1,2,90.728,208.159,0.000,0.000,0.000,0.000,7535.908,0.000,15242.505
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,2,208.159,640.337,0.000,640.337,5.821,0.000,15242.505,0.000,59640.455
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,2,5.821,110.955,0.000,0.000,0.000,0.000,632.988,0.000,10253.029
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,2,110.955,209.250,0.000,0.000,0.000,0.000,10253.029,0.000,16013.660
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,12,11,1,2,209.250,865.448,0.000,865.448,12.587,0.000,16013.660,0.000,76628.481
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,12,11,1,2,12.587,125.434,0.000,0.000,0.000,0.000,1503.457,0.000,11559.532
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,13,11,1,2,125.434,867.049,0.000,867.049,28.303,0.000,11559.532,0.000,77918.395
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,13,11,1,2,28.303,139.112,0.000,0.000,0.000,0.000,3153.883,0.000,11965.954
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,2,139.112,850.169,0.000,850.169,42.636,0.000,11965.954,0.000,77772.516
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,2,42.636,166.178,0.000,0.000,0.000,0.000,5550.435,0.000,13135.891
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,2,166.178,1017.802,0.000,1017.802,69.993,0.000,13135.891,0.000,85773.344
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,2,69.993,1036.428,0.000,1036.428,90.728,0.000,8923.463,0.000,86685.429
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,17,11,1,2,90.728,1015.328,0.000,1015.328,97.786,0.000,10116.755,0.000,84742.737
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,18,11,1,2,97.786,207.358,0.000,0.000,0.000,0.000,9828.854,0.000,15567.731
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,18,11,1,2,207.358,680.426,0.000,680.426,84.835,0.000,15567.731,0.000,59203.257
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,18,11,1,2,84.835,132.345,0.000,0.000,0.000,0.000,8705.627,0.000,8291.784
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,7,11,1,3,132.345,303.834,0.000,0.000,0.000,0.000,8291.784,0.000,29000.617
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,7,11,1,3,303.834,775.884,737.832,38.052,5.893,0.000,29000.617,75721.707,81748.193
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,8,11,1,3,5.893,296.777,0.000,0.000,0.000,0.000,973.201,0.000,28080.310
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,8,11,1,3,296.777,798.948,777.703,21.245,12.296,0.000,28080.310,76365.463,79550.050
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,9,11,1,3,12.296,1157.350,1137.487,19.863,19.863,0.000,1500.619,99472.522,102301.252
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,10,11,1,3,19.863,1106.129,1097.616,8.513,18.844,0.000,2714.429,98271.008,99629.314
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,3,18.844,1186.744,1131.812,54.932,24.155,0.000,2952.127,89299.526,96787.196
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,12,11,1,3,24.155,1160.115,1133.558,26.556,12.296,0.000,3600.030,80467.446,83611.361
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,13,11,1,3,12.296,961.051,0.000,0.000,0.000,0.000,1741.591,0.000,58613.850
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,13,11,1,3,961.051,35.578,0.000,0.000,0.000,0.000,58613.850,0.000,1266.923
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,3,35.578,618.801,0.000,618.801,3.492,0.000,1266.923,0.000,33447.615
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,3,3.492,56.751,0.000,0.000,0.000,0.000,442.946,0.000,2142.775
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,3,56.751,234.933,0.000,0.000,0.000,0.000,2142.775,0.000,12896.520
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,3,234.933,2.619,0.000,0.000,0.000,0.000,12896.520,0.000,61.553
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,3,2.619,106.662,0.000,106.662,0.291,0.000,61.553,0.000,5070.746
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,3,0.291,220.164,0.000,220.164,2.838,0.000,23.864,0.000,10991.734
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,3,2.838,28.448,0.000,0.000,0.000,0.000,210.851,0.000,954.212
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,17,11,1,3,28.448,195.499,0.000,195.499,0.000,0.000,954.212,0.000,8506.127
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,18,11,1,3,0.000,119.831,0.000,0.000,0.000,0.000,NaN,0.000,4646.426
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,7,11,1,4,119.831,1360.270,1221.595,0.000,0.000,0.000,4646.426,117339.601,135519.973
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,7,11,1,4,138.675,207.431,0.000,0.000,0.000,0.000,18180.372,0.000,16026.174
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,8,11,1,4,207.431,1585.599,1429.026,0.000,0.000,0.000,16026.174,128030.920,150766.334
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,8,11,1,4,156.574,235.224,0.000,0.000,0.000,0.000,22735.414,0.000,16796.601
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,8,11,1,4,235.224,16.589,0.000,0.000,0.000,0.000,16796.601,0.000,664.274
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,9,11,1,4,16.589,1859.458,1625.907,0.000,0.000,0.000,664.274,139868.166,167602.370
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,9,11,1,4,233.551,244.683,0.000,0.000,0.000,0.000,27734.204,0.000,16472.104
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,10,11,1,4,244.683,1935.489,1754.760,180.729,0.073,0.000,16472.104,156122.289,173844.945
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,10,11,1,4,0.073,198.482,0.000,198.482,0.873,0.000,2.110,0.000,14672.816
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,4,0.873,2160.382,1856.475,0.000,0.000,0.000,91.674,137966.800,167450.962
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,4,303.907,218.854,0.000,0.000,0.000,0.000,29484.162,0.000,13741.959
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,11,11,1,4,218.854,77.778,0.000,0.000,0.000,0.000,13741.959,0.000,2940.849
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,12,11,1,4,77.778,2102.322,1444.232,658.090,15.352,15.279,2940.849,98279.084,169619.274
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,12,11,1,4,0.073,471.467,0.000,471.467,50.639,0.000,7.348,0.000,33200.895
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,12,11,1,4,50.639,26.556,0.000,0.000,0.000,0.000,4020.131,0.000,905.610
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,13,11,1,4,26.556,2386.512,1530.231,856.280,159.775,99.241,905.610,104872.204,200856.159
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,13,11,1,4,60.534,579.221,563.796,15.425,86.217,73.121,8437.953,38317.842,40029.966
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,4,13.096,2175.370,1211.336,964.034,255.305,143.332,1412.946,96948.572,206006.938
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,4,111.973,256.106,0.000,0.000,0.000,0.000,17906.295,0.000,12117.071
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,4,256.106,70.356,0.000,0.000,0.000,0.000,12117.071,0.000,2843.136
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,4,70.356,433.124,430.869,2.255,87.600,87.018,2843.136,31607.001,31918.257
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,14,11,1,4,0.582,28.230,0.000,28.230,7.348,0.000,90.146,0.000,1483.230
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,4,7.348,2330.707,1347.974,982.733,166.469,128.780,692.795,108540.480,220053.751
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,4,37.688,187.496,0.000,0.000,0.000,0.000,6698.254,0.000,10375.844
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,4,187.496,66.064,0.000,0.000,0.000,0.000,10375.844,0.000,3308.710
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,4,66.064,374.554,371.935,2.619,94.512,91.892,3308.710,25875.473,26239.914
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,15,11,1,4,2.619,24.737,0.000,24.737,4.365,0.000,364.441,0.000,1180.705
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,4,4.365,2435.405,1411.128,1024.277,108.918,106.735,301.142,123032.131,238831.314
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,4,2.183,72.685,0.000,0.000,0.000,0.000,427.813,0.000,3643.976
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,4,72.685,125.579,0.000,0.000,0.000,0.000,3643.976,0.000,6248.832
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,4,125.579,325.080,0.000,325.080,53.768,0.000,6248.832,0.000,23545.203
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,16,11,1,4,53.768,7.348,0.000,0.000,0.000,0.000,5316.447,0.000,238.062
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,17,11,1,4,7.348,2772.344,1797.760,974.584,197.172,189.969,238.062,160707.671,270784.567
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,17,11,1,4,7.203,86.290,0.000,0.000,0.000,0.000,1027.769,0.000,4153.568
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,17,11,1,4,86.290,55.659,0.000,0.000,0.000,0.000,4153.568,0.000,2375.162
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_020,18,11,1,4,55.659,2918.149,1996.023,922.126,154.318,140.785,2375.162,179514.556,294474.412
