Image Name,Z-level,Pouch Height,Clone Genotype,Clone ID,Clone Area,Border Area,Center Area,Caspase Coverage,Caspase Border,Caspase Center,Clone Fluorescence IntDen,Center Fluorescence IntDen,Border Fluorescence IntDen
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,7,14,1,9,858.536,857.517,0.000,0.000,0.000,0.000,78799.631,0.000,76720.592
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,8,14,1,9,857.517,853.807,0.000,0.000,0.000,0.000,76720.592,0.000,75128.808
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,9,14,1,9,853.807,846.531,0.000,0.000,0.000,0.000,75128.808,0.000,75231.541
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,10,14,1,9,846.531,849.805,849.296,0.000,0.000,0.000,75231.541,76146.027,76215.874
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,11,14,1,9,0.509,836.490,0.000,0.000,0.000,0.000,69.847,0.000,77814.861
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,12,14,1,9,836.490,839.910,0.000,0.000,0.000,0.000,77814.861,0.000,74008.564
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,13,14,1,9,839.910,822.739,0.000,0.000,0.000,0.000,74008.564,0.000,67869.450
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,14,14,1,9,822.739,796.256,0.000,0.000,0.000,0.000,67869.450,0.000,63463.705
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,15,14,1,9,796.256,786.725,0.000,0.000,0.000,0.000,63463.705,0.000,61426.356
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,16,14,1,9,786.725,776.611,0.000,776.611,6.985,0.000,61426.356,0.000,59787.425
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,2,14,1,10,6.985,432.688,432.397,0.000,0.000,0.000,1041.739,36762.582,36785.937
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,3,14,1,10,0.291,423.738,0.000,0.000,0.000,0.000,23.355,0.000,35002.511
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,4,14,1,10,423.738,414.571,0.000,0.000,0.000,0.000,35002.511,0.000,34023.052
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,5,14,1,10,414.571,440.836,0.000,0.000,0.000,0.000,34023.052,0.000,33848.507
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,6,14,1,10,440.836,451.823,0.000,451.823,0.437,0.000,33848.507,0.000,34819.453
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,7,14,1,10,0.437,463.828,0.000,463.828,1.382,0.000,19.717,0.000,35691.595
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,8,14,1,10,1.382,459.753,0.000,459.753,1.382,0.000,59.734,0.000,35830.052
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,9,14,1,10,1.382,466.665,0.000,0.000,0.000,0.000,54.859,0.000,37023.126
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,10,14,1,10,466.665,462.664,0.000,0.000,0.000,0.000,37023.126,0.000,37554.327
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,11,14,1,10,462.664,468.266,0.000,468.266,4.002,0.000,37554.327,0.000,37123.749
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,12,14,1,10,4.002,481.580,0.000,481.580,7.421,0.000,231.368,0.000,36387.373
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,13,14,1,10,7.421,477.361,0.000,477.361,7.276,0.000,651.323,0.000,33543.582
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,14,14,1,10,7.276,455.170,0.000,455.170,7.785,0.000,725.754,0.000,31576.225
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,15,14,1,10,7.785,458.298,0.000,458.298,19.062,0.000,768.753,0.000,30276.125
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,16,14,1,10,19.062,444.693,0.000,444.693,22.628,0.000,1357.505,0.000,27426.076
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,16,14,1,10,22.628,17.971,0.000,0.000,0.000,0.000,1461.621,0.000,592.390
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,2,14,1,11,17.971,206.412,0.000,0.000,0.000,0.000,592.390,0.000,17143.071
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,3,14,1,11,206.412,201.901,0.000,0.000,0.000,0.000,17143.071,0.000,15936.028
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,4,14,1,11,201.901,198.409,0.000,0.000,0.000,0.000,15936.028,0.000,14964.500
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,5,14,1,11,198.409,196.808,0.000,0.000,0.000,0.000,14964.500,0.000,14081.372
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,6,14,1,11,196.808,190.697,0.000,0.000,0.000,0.000,14081.372,0.000,14111.348
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,7,14,1,11,190.697,190.770,0.000,0.000,0.000,0.000,14111.348,0.000,14206.223
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,8,14,1,11,190.770,192.298,0.000,0.000,0.000,0.000,14206.223,0.000,14283.710
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,9,14,1,11,192.298,195.426,0.000,0.000,0.000,0.000,14283.710,0.000,14598.094
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,10,14,1,11,195.426,197.827,0.000,0.000,0.000,0.000,14598.094,0.000,15048.025
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,11,14,1,11,197.827,198.555,0.000,0.000,0.000,0.000,15048.025,0.000,15212.966
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,12,14,1,11,198.555,193.462,0.000,0.000,0.000,0.000,15212.966,0.000,14145.762
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,13,14,1,11,193.462,177.673,0.000,0.000,0.000,0.000,14145.762,0.000,12229.772
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,14,14,1,11,177.673,160.066,0.000,0.000,0.000,0.000,12229.772,0.000,11090.466
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,15,14,1,11,160.066,146.388,0.000,0.000,0.000,0.000,11090.466,0.000,9662.749
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,16,14,1,11,146.388,133.801,0.000,0.000,0.000,0.000,9662.749,0.000,8593.290
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,11,14,1,12,133.801,9.313,0.000,0.000,0.000,0.000,8593.290,0.000,236.825
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,11,14,1,12,9.313,2.983,0.000,0.000,0.000,0.000,236.825,0.000,61.116
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,12,14,1,12,2.983,25.611,0.000,0.000,0.000,0.000,61.116,0.000,1153.348
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,12,14,1,12,25.611,9.167,0.000,0.000,0.000,0.000,1153.348,0.000,292.120
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,13,14,1,12,9.167,52.385,0.000,0.000,0.000,0.000,292.120,0.000,4006.162
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,13,14,1,12,52.385,17.316,0.000,0.000,0.000,0.000,4006.162,0.000,713.822
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,14,14,1,12,17.316,83.089,0.000,0.000,0.000,0.000,713.822,0.000,7552.788
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,14,14,1,12,83.089,36.742,0.000,0.000,0.000,0.000,7552.788,0.000,1800.233
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,15,14,1,12,36.742,105.571,0.000,0.000,0.000,0.000,1800.233,0.000,10300.321
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,15,14,1,12,105.571,54.641,0.000,0.000,0.000,0.000,10300.321,0.000,3254.579
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_022,16,14,1,12,54.641,215.143,0.000,0.000,0.000,0.000,3254.579,0.000,17017.492
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,2,10,1,1,0.073,77.705,0.000,0.000,0.000,0.000,0.000,0.000,4141.999
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,3,10,1,1,77.705,60.680,0.000,0.000,0.000,0.000,4141.999,0.000,2800.573
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,4,10,1,1,60.680,19.281,0.000,0.000,0.000,0.000,2800.573,0.000,760.095
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,2,10,1,2,19.281,3893.824,3122.306,771.373,104.916,101.278,760.095,272568.794,373461.320
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,3,10,1,2,3.638,4040.285,3111.756,928.528,92.183,85.926,620.110,267637.815,387653.647
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,4,10,1,2,6.257,4116.389,3129.727,986.589,91.601,83.671,964.834,276765.944,403276.891
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,5,10,1,2,7.931,4137.416,3067.811,1069.605,64.972,59.588,1452.672,270943.396,407621.883
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,6,10,1,2,5.384,4107.803,3020.882,1086.921,3.274,0.000,1095.215,265399.510,399144.132
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,7,10,1,2,3.274,3953.558,2913.784,0.000,0.000,0.000,472.268,252696.888,375345.952
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,8,10,1,2,1039.774,3852.425,2766.232,0.000,0.000,0.000,122649.064,235777.109,359042.936
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,9,10,1,2,1086.193,3746.855,2662.044,0.000,0.000,0.000,123265.827,226566.910,347852.939
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,10,10,1,2,1084.811,3610.289,2587.395,0.000,0.000,0.000,121286.029,224796.434,339749.669
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,11,10,1,2,1022.895,3515.705,2577.500,0.000,0.000,0.000,114953.235,229976.316,336135.523
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,12,10,1,2,938.205,3435.890,2561.784,0.000,0.000,0.000,106159.207,238044.663,338405.405
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,2,10,1,3,874.106,62.644,0.000,0.000,0.000,0.000,100360.743,0.000,3768.755
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,2,10,1,3,62.644,4946.186,4103.438,843.039,199.064,157.228,3768.755,323899.713,411285.431
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,2,10,1,3,41.835,81.779,0.000,81.779,25.683,0.000,6093.641,0.000,3733.904
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,3,10,1,3,25.683,5356.318,4058.110,1298.426,226.857,138.603,1660.176,328819.415,452589.668
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,4,10,1,3,88.255,4902.677,3678.754,1224.069,187.568,91.456,11972.720,314701.155,439742.041
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,4,10,1,3,96.112,557.103,0.000,557.103,76.613,0.000,13042.543,0.000,36606.591
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,5,10,1,3,76.613,4974.343,4064.295,910.121,116.484,85.199,9537.607,349360.688,446188.773
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,5,10,1,3,31.286,502.462,0.000,502.462,83.162,0.000,3568.599,0.000,34450.428
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,6,10,1,3,83.162,5008.902,4258.484,750.491,64.536,52.385,11103.635,365991.548,441569.268
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,6,10,1,3,12.150,266.728,0.000,0.000,0.000,0.000,827.832,0.000,15132.642
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,6,10,1,3,266.728,212.306,0.000,212.306,69.629,0.000,15132.642,0.000,13315.893
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,7,10,1,3,69.629,127.980,0.000,0.000,0.000,0.000,6712.005,0.000,7202.607
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,7,10,1,3,127.980,4870.955,4201.879,669.076,20.663,0.000,7202.607,360426.343,427395.785
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,7,10,1,3,20.663,292.484,0.000,0.000,0.000,0.000,2778.601,0.000,15839.042
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,7,10,1,3,292.484,144.569,0.000,144.569,21.318,0.000,15839.042,0.000,6344.071
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,8,10,1,3,21.318,117.285,0.000,0.000,0.000,0.000,1006.670,0.000,6854.755
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,8,10,1,3,117.285,4810.348,4390.684,419.664,12.005,0.000,6854.755,369697.003,419377.059
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,8,10,1,3,12.005,356.074,0.000,0.000,0.000,0.000,1249.388,0.000,19594.482
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,8,10,1,3,356.074,20.590,0.000,0.000,0.000,0.000,19594.482,0.000,711.348
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,9,10,1,3,20.590,108.990,0.000,0.000,0.000,0.000,711.348,0.000,6620.258
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,9,10,1,3,108.990,4665.343,4288.678,376.664,3.856,0.000,6620.258,363939.356,407137.029
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,9,10,1,3,3.856,399.801,0.000,0.000,0.000,0.000,395.800,0.000,23399.179
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,10,10,1,3,399.801,119.322,0.000,0.000,0.000,0.000,23399.179,0.000,6919.945
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,10,10,1,3,119.322,299.396,0.000,0.000,0.000,0.000,6919.945,0.000,18324.868
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,10,10,1,3,299.396,4191.838,3987.245,0.000,0.000,0.000,18324.868,347796.697,371998.898
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,10,10,1,3,204.593,401.620,0.000,0.000,0.000,0.000,24202.201,0.000,23774.898
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,11,10,1,3,401.620,125.797,0.000,0.000,0.000,0.000,23774.898,0.000,7720.785
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,11,10,1,3,125.797,279.242,0.000,0.000,0.000,0.000,7720.785,0.000,16319.750
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,11,10,1,3,279.242,4049.889,3876.072,0.000,0.000,0.000,16319.750,338600.977,358304.522
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,11,10,1,3,173.817,36.160,0.000,0.000,0.000,0.000,19703.546,0.000,2410.085
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,11,10,1,3,36.160,383.358,0.000,0.000,0.000,0.000,2410.085,0.000,23419.115
12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif12_5_19_Miwo_X_yw_or_ref2pRNAi_females_DCP1555_25minHSd3.lif - yw_024,12,10,1,3,383.358,123.760,0.000,0.000,0.000,0.000,23419.115,0.000,8205.858
